utterance_id,speaker,episode_id,scene_id,transcript,emotion_label,valence,arousal,dominance,sep,vad_coverage
s03_e04_c07_u014,Joey Tribbiani,s03_e04,s03_e04_c07,"It's okay, these things happen.",Sad,0.1172,-0.1492,-0.0792,0.0776,1.000
s03_e04_c07_u016,Joey Tribbiani,s03_e04,s03_e04_c07,"I'm, I'm okay. See.",Sad,0.2320,-0.3830,-0.3050,0.0795,0.500
s03_e04_c07_u018,Joey Tribbiani,s03_e04,s03_e04_c07,"No! No, no you can't quit! You're the best agent I ever had! Look Pheebs, rejection is part being an actor, you can't take it personally.",Peaceful,0.1271,-0.0399,0.1073,0.1808,0.423
s03_e04_c07_u020,Joey Tribbiani,s03_e04,s03_e04_c07,They actually said that?,Sad,0.0000,0.0257,0.0000,0.0000,0.750
s03_e04_c07_u022,Joey Tribbiani,s03_e04,s03_e04_c07,"No, no, no, see that's why you have to do this job, agents always lie. You know, Estelle just says stuff like 'They went another way', but this, I can use this. I canna work on a new accent.",Powerful,0.1385,-0.0084,-0.0084,0.1343,0.744
s03_e04_c09_u003,Joey Tribbiani,s03_e04,s03_e04_c09,"Okay, shoot.",Neutral,-0.3110,0.2740,0.0080,-0.3070,1.000
s03_e04_c09_u005,Joey Tribbiani,s03_e04,s03_e04_c09,I didn't get it?,Sad,0.1250,0.3895,0.0860,0.1680,0.750
s03_e04_c09_u007,Joey Tribbiani,s03_e04,s03_e04_c09,"Okay, what else?",Neutral,0.0970,-0.1290,-0.1170,0.0385,0.667
s03_e04_c09_u009,Joey Tribbiani,s03_e04,s03_e04_c09,Oh.,Sad,0.1347,-0.0832,-0.0202,0.1246,0.000
s03_e04_c09_u011,Joey Tribbiani,s03_e04,s03_e04_c09,"Look, it's okay, no, no, no, really, look um, I really appreciate this Pheebs, but I think I'm gonna have to go back to Estelle.",Sad,0.1598,-0.1372,0.0016,0.1605,0.538
s03_e04_c09_u013,Joey Tribbiani,s03_e04,s03_e04_c09,"Yeah, well don't get me wrong, you're a better agent than she is, but at least with her I don't want to blow my pretty dumb brains out.",Neutral,0.1332,-0.0042,0.0804,0.1734,0.714
s03_e04_c09_u015,Joey Tribbiani,s03_e04,s03_e04_c09,"You do, thanks.",Neutral,0.5880,0.0200,-0.0030,0.5865,0.667
s03_e04_c09_u017,Joey Tribbiani,s03_e04,s03_e04_c09,Wait a minute.,Neutral,-0.1940,-0.5540,-0.3800,-0.3840,0.667
s03_e04_c09_u019,Joey Tribbiani,s03_e04,s03_e04_c09,"Wait a minute, did you just make up all that stuff just to get out of being my agent.",Neutral,0.0778,-0.0746,-0.0157,0.0700,0.789
s03_e04_c09_u021,Joey Tribbiani,s03_e04,s03_e04_c09,That's-ah what I suspected-ah.,Joyful,-0.2180,0.2110,-0.0320,-0.2340,0.500
s03_e05_c01_u003,Joey Tribbiani,s03_e05,s03_e05_c01,Hey!,Joyful,0.0960,-0.2060,-0.2760,-0.0420,1.000
s03_e05_c01_u005,Joey Tribbiani,s03_e05,s03_e05_c01,No. Y'know how we're always saying we need a place for the mail.,Joyful,0.1157,0.0662,0.0516,0.1414,0.750
s03_e05_c01_u007,Joey Tribbiani,s03_e05,s03_e05_c01,"Well, I started building one. But then I decided to take it to the next step.",Powerful,0.1622,-0.1306,0.0525,0.1884,0.750
s03_e05_c01_u009,Joey Tribbiani,s03_e05,s03_e05_c01,"No, an entertainment unit, with a mail cubby built right in. It's a one day job, max.",Peaceful,0.2018,-0.1692,0.0670,0.2353,0.750
s03_e05_c01_u011,Joey Tribbiani,s03_e05,s03_e05_c01,"Oh yeah. These are my old work pants, Sergio Valente's.",Joyful,0.1292,-0.0504,-0.0572,0.1006,0.600
s03_e05_c01_u013,Joey Tribbiani,s03_e05,s03_e05_c01,Power saw kinda got away from me there.,Joyful,-0.0460,0.1994,0.1446,0.0263,0.750
s03_e05_c04_u002,Joey Tribbiani,s03_e05,s03_e05_c04,"Oh, I'm sorry. Did I get 'ya?",Neutral,0.0973,0.1930,-0.0807,0.0570,0.429
s03_e05_c04_u004,Joey Tribbiani,s03_e05,s03_e05_c04,"Calm down, do you want this unit or not?",Neutral,0.2112,-0.1240,0.0064,0.2144,0.667
s03_e05_c04_u006,Joey Tribbiani,s03_e05,s03_e05_c04,"Well, you should've told me that before, I'm not a mind reader. Hey, we're out of beer. I'm going to Monica's.",Neutral,0.1525,-0.0429,0.0201,0.1626,0.667
s03_e05_c05_u003,Joey Tribbiani,s03_e05,s03_e05_c05,"Oh Monica, listen, I ah, I saw down at the hardware store, they got those designer tiles on sale. If you ever want to redo the bathroom floor.",Neutral,0.0773,-0.0441,-0.0724,0.0411,0.643
s03_e05_c05_u005,Joey Tribbiani,s03_e05,s03_e05_c05,"Nothing. It's just old and dingy, that's all.",Peaceful,-0.0559,-0.1770,0.0881,-0.0118,0.875
s03_e05_c05_u007,Joey Tribbiani,s03_e05,s03_e05_c05,"Oh yeah. If you ah, move your hamper, you see what color the tile used to be. Yeah.",Neutral,0.0467,-0.1335,-0.0446,0.0244,0.833
s03_e05_c05_u009,Joey Tribbiani,s03_e05,s03_e05_c05,Relax. Here hold this . This old stuff just comes right off.,Powerful,0.2479,-0.1647,-0.0022,0.2468,0.818
s03_e05_c05_u011,Joey Tribbiani,s03_e05,s03_e05_c05,"Aw! Look at that, every inch of this stuff is glued down. It'd take forever to pry this up. You should ah, you should just leave it.",Scared,0.0617,-0.0833,0.0016,0.0625,0.852
s03_e05_c05_u014,Joey Tribbiani,s03_e05,s03_e05_c05,Eh! There you go.,Joyful,0.0100,-0.0590,-0.0560,-0.0180,0.500
s03_e05_c09_u019,Joey Tribbiani,s03_e05,s03_e05_c09,"Hey, does somebody wanna hand me one of those tiles.",Powerful,0.0109,-0.1803,-0.1897,-0.0840,0.636
s03_e05_c11_u008,Joey Tribbiani,s03_e05,s03_e05_c11,"Ooh, very official.",Joyful,0.1450,0.0060,0.1457,0.2178,1.000
s03_e05_c13_u003,Joey Tribbiani,s03_e05,s03_e05_c13,Why don't we just go on two.,Neutral,0.2665,0.1130,0.0892,0.3111,1.000
s03_e05_c13_u005,Joey Tribbiani,s03_e05,s03_e05_c13,Because it's faster.,Powerful,0.1827,-0.0723,0.0447,0.2050,1.000
s03_e05_c13_u008,Joey Tribbiani,s03_e05,s03_e05_c13,"All right, but in the future...",Neutral,0.3720,0.0307,0.2280,0.4860,0.667
s03_e05_c13_u013,Joey Tribbiani,s03_e05,s03_e05_c13,So we are going on two?,Peaceful,0.1283,-0.0572,0.1367,0.1966,0.833
s03_e05_c13_u016,Joey Tribbiani,s03_e05,s03_e05_c13,"Wow, it's big!",Joyful,0.4127,-0.0447,0.2633,0.5443,1.000
s03_e05_c13_u018,Joey Tribbiani,s03_e05,s03_e05_c13,"Maybe, my ruler's wrong.",Mad,-0.3453,0.0003,-0.0617,-0.3762,0.750
s03_e05_c13_u020,Joey Tribbiani,s03_e05,s03_e05_c13,"Look it's not that bad. So what, it blocks a little of your door, a little of my door.",Neutral,-0.0163,-0.2075,-0.0687,-0.0507,0.842
s03_e05_c13_u022,Joey Tribbiani,s03_e05,s03_e05_c13,"Yeah, listen, before I forget that side is still wet.",Neutral,0.0072,-0.2894,-0.2474,-0.1165,0.900
s03_e05_c15_u002,Joey Tribbiani,s03_e05,s03_e05_c15,Y'know what?,Neutral,0.0000,0.0460,0.0000,0.0000,1.000
s03_e05_c15_u004,Joey Tribbiani,s03_e05,s03_e05_c15,I bet 'ya ya I could fit in there.,Powerful,-0.0325,-0.0255,-0.1145,-0.0897,0.556
s03_e05_c15_u006,Joey Tribbiani,s03_e05,s03_e05_c15,"Get out your checkbook, mister.",Powerful,-0.0000,-0.1590,0.0268,0.0134,1.000
s03_e05_c15_u009,Joey Tribbiani,s03_e05,s03_e05_c15,You are dogged man! I totally fit!,Powerful,0.0895,0.0610,0.2140,0.1965,0.571
s03_e05_c15_u011,Joey Tribbiani,s03_e05,s03_e05_c15,"Thank you. Cha-ching! Oh, well hello Mr. Lincoln. Better luck next time buddy. And the drinks are on me!",Joyful,0.3662,-0.0523,0.1362,0.4343,0.737
s03_e06_c01_u006,Joey Tribbiani,s03_e06,s03_e06_c01,"Well, that's really a different question.",Neutral,0.3110,-0.1435,0.0280,0.3250,0.667
s03_e06_c01_u008,Joey Tribbiani,s03_e06,s03_e06_c01,"Well, there was that one time that Monica and Rachel got together.",Joyful,0.1907,0.0003,0.0689,0.2251,0.833
s03_e06_c01_u011,Joey Tribbiani,s03_e06,s03_e06_c01,"Okay, but let's say there was. How might that go?",Powerful,0.0353,-0.0099,0.0528,0.0617,1.000
s03_e06_c01_u015,Joey Tribbiani,s03_e06,s03_e06_c01,"Hey, there's a dog out there!",Joyful,0.0345,-0.0740,-0.2225,-0.0768,0.833
s03_e06_c04_u003,Joey Tribbiani,s03_e06,s03_e06_c04,"Don't you ah, don't you wanna ask me any questions?",Neutral,0.1275,-0.0035,-0.0795,0.0877,0.364
s03_e06_c04_u005,Joey Tribbiani,s03_e06,s03_e06_c04,"Well, ah, I'm an actor. I'm fairly neat. I ah, I got my own TV. Oh, and don't worry I'm totally okay with the gay thing.",Peaceful,0.2717,-0.0695,0.0289,0.2862,0.520
s03_e06_c04_u007,Joey Tribbiani,s03_e06,s03_e06_c04,"Ah, y'know just in general people being gay, thing. I'm totally cool with that.",Peaceful,0.2635,-0.1284,0.1345,0.3307,0.692
s03_e06_c08_u003,Joey Tribbiani,s03_e06,s03_e06_c08,Hey!,Joyful,0.0960,-0.2060,-0.2760,-0.0420,1.000
s03_e06_c08_u009,Joey Tribbiani,s03_e06,s03_e06_c08,"Oh, no thanks, I got it. No I don't!",Neutral,0.1112,0.0646,-0.1116,0.0554,0.667
s03_e06_c08_u011,Joey Tribbiani,s03_e06,s03_e06_c08,"Whew! Stood up to fast, got a little head rush.",Scared,0.0080,0.0906,0.0103,0.0131,1.000
s03_e06_c08_u013,Joey Tribbiani,s03_e06,s03_e06_c08,"That's a uh, that's a tough combination.",Scared,0.0260,0.0725,0.2340,0.1430,0.571
s03_e06_c08_u015,Joey Tribbiani,s03_e06,s03_e06_c08,Like you wouldn't believe. Wow! This is a great place.,Joyful,0.3363,-0.1234,0.0923,0.3824,0.800
s03_e06_c08_u017,Joey Tribbiani,s03_e06,s03_e06_c08,Gotcha.,Neutral,-0.1000,0.1460,-0.0640,-0.1320,1.000
s03_e06_c08_u019,Joey Tribbiani,s03_e06,s03_e06_c08,"Oh, you bet I am!",Joyful,-0.0650,0.0160,-0.1170,-0.1235,0.600
s03_e06_c09_u003,Joey Tribbiani,s03_e06,s03_e06_c09,"You said, you wanna come in for some lemonade?",Scared,0.0632,-0.1024,-0.0960,0.0152,0.600
s03_e06_c09_u005,Joey Tribbiani,s03_e06,s03_e06_c09,"Whoa, ah!! We're you just gonna give me some lemonade?",Scared,0.2388,-0.0705,0.0858,0.2818,0.545
s03_e06_c09_u007,Joey Tribbiani,s03_e06,s03_e06_c09,"Oh right, right.",Scared,0.4800,-0.2960,0.4200,0.6900,0.667
s03_e06_c09_u009,Joey Tribbiani,s03_e06,s03_e06_c09,"Well usually...yeah! Well, not just lemonade, iced tea, sometimes juice. Well, sorry, I just, I thought you liked me. I'm such a jerk.",Sad,0.4067,-0.2331,-0.0332,0.3901,0.708
s03_e06_c11_u003,Joey Tribbiani,s03_e06,s03_e06_c11,Baywatch.,Peaceful,0.1777,-0.0589,0.0091,0.1822,0.000
s03_e06_c11_u005,Joey Tribbiani,s03_e06,s03_e06_c11,Lifeguards.,Neutral,0.1777,-0.0589,0.0091,0.1822,0.000
s03_e06_c11_u007,Joey Tribbiani,s03_e06,s03_e06_c11,Nicole Eggert. You'll like her.,Peaceful,0.4380,-0.2940,-0.1080,0.3840,0.200
s03_e06_c11_u010,Joey Tribbiani,s03_e06,s03_e06_c11,"They do that a lot. Hey, you want a beer?",Joyful,0.1517,0.0684,0.0446,0.1740,0.800
s03_e06_c11_u012,Joey Tribbiani,s03_e06,s03_e06_c11,"No, no, no, don't get up, I got a cooler right here.",Powerful,0.3057,0.0595,0.0982,0.3548,0.583
s03_e07_c02_u004,Joey Tribbiani,s03_e07,s03_e07_c02,"Question. Was ah, 'Egg the Gellers!' the war cry of your neighbourhood?",Neutral,-0.1155,0.0321,-0.0174,-0.1242,0.667
s03_e07_c02_u007,Joey Tribbiani,s03_e07,s03_e07_c02,Booo!!,Sad,0.1651,0.0039,0.0440,0.1871,0.000
s03_e07_c09_u002,Joey Tribbiani,s03_e07,s03_e07_c09,"Okay, some tricks of the trade. Now, I've never been able to cry as an actor, so if I'm in a scene where I have to cry, I cut a hole in my pocket, take a pair of tweezers, and just start pulling. Or ah, or, let's say I wanna convey that I've just done something evil. That would be the basic 'I have a fishhook in my eyebrow and I like it' Okay, let's say I've just gotten bad news, well all I do there is try and divide 232 by 13. And that's how it's done. Great soap opera acting tonight everybody, class dismissed.",Joyful,0.0963,-0.0998,-0.0282,0.0822,0.724
s03_e07_c09_u004,Joey Tribbiani,s03_e07,s03_e07_c09,Hey-hey.,Neutral,0.0960,-0.2060,-0.2760,-0.0420,1.000
s03_e07_c09_u006,Joey Tribbiani,s03_e07,s03_e07_c09,"Awww, one of my students got an audition. I'm so proud.",Powerful,0.2450,0.1122,0.0837,0.2868,0.545
s03_e07_c09_u008,Joey Tribbiani,s03_e07,s03_e07_c09,You bet! What's the part?,Joyful,-0.0807,-0.1320,-0.2600,-0.2107,1.000
s03_e07_c12_u003,Joey Tribbiani,s03_e07,s03_e07_c12,Wow! That was good. That was... Tweezers?,Joyful,0.2137,-0.0697,-0.0251,0.2011,1.000
s03_e07_c12_u005,Joey Tribbiani,s03_e07,s03_e07_c12,Whoa. That was really good.,Joyful,0.1475,-0.0940,-0.0455,0.1248,0.800
s03_e07_c13_u003,Joey Tribbiani,s03_e07,s03_e07_c13,"Well, I-I might've said supergay.",Scared,0.5715,0.3520,0.5740,0.8585,0.333
s03_e07_c13_u006,Joey Tribbiani,s03_e07,s03_e07_c13,"Because, Monica, the guy's so good, and I really, really want this part.",Peaceful,0.2443,-0.1164,0.0109,0.2497,0.538
s03_e07_c16_u005,Joey Tribbiani,s03_e07,s03_e07_c16,"All right, Jester man, look we wanna see the king.",Mad,0.1733,0.0359,0.0450,0.1958,0.727
s03_e07_c16_u007,Joey Tribbiani,s03_e07,s03_e07_c16,"Oh-ho-kay, I'm talking to the king.",Mad,0.2250,0.2290,0.4230,0.4365,0.375
s03_e08_c02_u009,Joey Tribbiani,s03_e08,s03_e08_c02,"Hey, is, is, is Chandler here?",Joyful,0.0590,-0.0503,-0.0135,0.0522,1.000
s03_e08_c02_u013,Joey Tribbiani,s03_e08,s03_e08_c02,"Well, I was thinking about that and I, I think the best way would be, to not.",Scared,0.2588,-0.1285,0.0818,0.2997,0.706
s03_e08_c02_u015,Joey Tribbiani,s03_e08,s03_e08_c02,"It'll kill him. I mean it'll, it'll just kill him.",Mad,-0.1424,0.0947,0.1980,-0.0434,0.900
s03_e08_c03_u002,Joey Tribbiani,s03_e08,s03_e08_c03,Ewww! Ugly Naked Guy is using his new hammock. It's like a Play-Doo Fat Factory.,Mad,0.0713,-0.0145,-0.1445,-0.0010,0.688
s03_e08_c03_u005,Joey Tribbiani,s03_e08,s03_e08_c03,What did they do?,Neutral,0.0850,0.2023,0.0180,0.0940,1.000
s03_e08_c03_u011,Joey Tribbiani,s03_e08,s03_e08_c03,"Hey-hey, Ross?",Neutral,0.0960,-0.2060,-0.2760,-0.0420,0.667
s03_e08_c03_u013,Joey Tribbiani,s03_e08,s03_e08_c03,I've got a science question.,Neutral,0.0653,0.1150,0.1667,0.1487,0.600
s03_e08_c03_u015,Joey Tribbiani,s03_e08,s03_e08_c03,"If the Homo Sapiens, were in fact 'Homo-sapien', is that why there extinct?",Neutral,-0.1082,0.0960,-0.0376,-0.1270,0.786
s03_e08_c03_u017,Joey Tribbiani,s03_e08,s03_e08_c03,"Hey-hey, I'm not judging.",Neutral,-0.1093,-0.0540,-0.0553,-0.1370,0.600
s03_e08_c05_u003,Joey Tribbiani,s03_e08,s03_e08_c05,I'd really prefer a mountain bike.,Joyful,0.2960,-0.0080,0.2030,0.3975,0.500
s03_e08_c05_u005,Joey Tribbiani,s03_e08,s03_e08_c05,"Whoa, whoa, whoa, wait, whoa. Do you ah, want to get her something speacial, get her flowers, get her candy, get her gum, girls love gum.",Peaceful,0.2299,-0.0552,-0.1067,0.1766,0.731
s03_e08_c05_u007,Joey Tribbiani,s03_e08,s03_e08_c05,"Oh, you want something serious. Y'know what you should do, you should get her one of those um, barium enemas. Those are dead serious.",Peaceful,0.0095,-0.0428,0.0201,0.0195,0.739
s03_e08_c05_u009,Joey Tribbiani,s03_e08,s03_e08_c05,"No, no, you can't, you can't, okay, you can't, you can't buy her pearls, you just can't, you can't, you can't.",Scared,0.4553,0.0780,0.1713,0.5410,0.143
s03_e08_c05_u011,Joey Tribbiani,s03_e08,s03_e08_c05,"Oh God. Uh, okay, here's the thing, this is the thing, okay, the thing is...",Scared,0.0836,-0.2240,-0.0897,0.0388,0.667
s03_e08_c05_u013,Joey Tribbiani,s03_e08,s03_e08_c05,"Okay. I went down to the 'Mattress King' showroom and, and I saw Janice, kissing her ex-husband.",Scared,0.0300,-0.0248,-0.0020,0.0290,0.625
s03_e08_c05_u015,Joey Tribbiani,s03_e08,s03_e08_c05,They were in his office.,Scared,-0.0487,-0.1320,0.0200,-0.0387,0.600
s03_e08_c05_u017,Joey Tribbiani,s03_e08,s03_e08_c05,"I'm telling you man, I saw it.",Peaceful,0.0233,-0.1060,0.0300,0.0383,0.429
s03_e08_c05_u019,Joey Tribbiani,s03_e08,s03_e08_c05,"I'm not wrong! I wish I was. I'm sorry. Bet that barium enema doesn't sound so bad now, huh?",Powerful,-0.1528,0.0408,-0.1730,-0.2393,0.632
s03_e08_c09_u002,Joey Tribbiani,s03_e08,s03_e08_c09,"Hey! Y'know how we ah, save all those chopsticks for no reason we get when we get Chinese food?",Joyful,0.2638,0.0762,0.2153,0.3715,0.833
s03_e08_c09_u004,Joey Tribbiani,s03_e08,s03_e08_c09,"Well, now we got a reason.",Powerful,0.4110,0.1142,0.2042,0.5131,0.833
s03_e08_c09_u006,Joey Tribbiani,s03_e08,s03_e08_c09,"Well, we're fashioning a very long poking device.",Powerful,0.3150,-0.0656,0.1884,0.4092,0.625
s03_e08_c09_u008,Joey Tribbiani,s03_e08,s03_e08_c09,"Hey uh, what's a matter?",Neutral,0.0233,-0.1513,-0.0507,-0.0020,0.600
s03_e08_c09_u010,Joey Tribbiani,s03_e08,s03_e08_c09,"Oh my God, is she going back to him?",Scared,0.0017,0.0549,0.0533,0.0284,0.889
s03_e08_c09_u012,Joey Tribbiani,s03_e08,s03_e08_c09,"What are you ah, what are you gonna do?",Sad,0.0680,0.0376,0.0144,0.0752,0.500
s03_e08_c09_u014,Joey Tribbiani,s03_e08,s03_e08_c09,"Well, it doesn't matter what I would do.",Neutral,0.2167,-0.1448,0.0330,0.2332,0.750
s03_e08_c09_u016,Joey Tribbiani,s03_e08,s03_e08_c09,"All right, you're probably not gonna want to hear this but ah, if it was me, and this is just me, I would ah, I would bow out.",Neutral,0.0874,-0.0813,-0.0078,0.0835,0.655
s03_e08_c09_u018,Joey Tribbiani,s03_e08,s03_e08_c09,"They have a kid together, y'know. They're like, they're like a family, and if, I don't know, there's chance they could make that work, I know I wouldn't want to be the guy who stood in the way of that. Are you okay? Do you wanna ah, come poke a nude guy?",Joyful,0.2010,-0.0896,0.0042,0.2031,0.731
s03_e08_c12_u002,Joey Tribbiani,s03_e08,s03_e08_c12,"All right now remember, something this big and long is going to be difficult to manuver, fortunately I have a lot of experience in that area.",Scared,0.2009,-0.0982,0.1179,0.2598,0.923
s03_e08_c12_u005,Joey Tribbiani,s03_e08,s03_e08_c12,"All right, ladies and gentlemen, let's poke. Steady. Steady. Okay, a little higher. Careful of the angle. Okay, okay, we're approaching the window Thread the needle. Thread the needle.",Scared,0.1853,-0.1780,-0.0566,0.1570,0.862
s03_e08_c12_u009,Joey Tribbiani,s03_e08,s03_e08_c12,"Okay, retract the device, retract the device.",Scared,-0.0588,-0.1832,-0.0588,-0.0882,0.714
s03_e08_c12_u012,Joey Tribbiani,s03_e08,s03_e08_c12,"Hey, that's never gonna make it all the way over here, buddy!",Powerful,0.1365,-0.0956,-0.0234,0.1248,0.769
s03_e09_c05_u007,Joey Tribbiani,s03_e09,s03_e09_c05,"When they're hungry enough, they'll come in.",Neutral,-0.1710,-0.0420,-0.1070,-0.2245,1.000
s03_e10_c03_u011,Joey Tribbiani,s03_e10,s03_e10_c03,And I gotta go sell some Christmas trees.,Neutral,0.2114,0.0113,0.0934,0.2581,0.778
s03_e10_c03_u013,Joey Tribbiani,s03_e10,s03_e10_c03,What? Me having a job?,Scared,0.1940,0.0640,0.2170,0.3025,0.400
s03_e10_c03_u015,Joey Tribbiani,s03_e10,s03_e10_c03,"Well, I'm pretty tired from lugging the trees around all day. Hey, Phoebe listen, you got this all wrong. Those trees were born to be Christmas trees, their fulfilling their life purpose, by, by making people happy.",Joyful,0.2379,-0.1034,0.0976,0.2867,0.838
s03_e10_c06_u003,Joey Tribbiani,s03_e10,s03_e10_c06,"Hey. What, what are you doing here?",Neutral,0.0668,-0.0228,-0.0266,0.0535,0.714
s03_e10_c06_u005,Joey Tribbiani,s03_e10,s03_e10_c06,"Look now, Phoebe remember, hey, their just fulfilling their Christmas....",Peaceful,0.3896,-0.0882,0.1567,0.4679,0.900
s03_e10_c06_u007,Joey Tribbiani,s03_e10,s03_e10_c06,Sure.,Neutral,0.4480,-0.4600,0.5860,0.7410,1.000
s03_e10_c06_u009,Joey Tribbiani,s03_e10,s03_e10_c06,All right.,Peaceful,0.3400,-0.1960,0.1120,0.3960,1.000
s03_e10_c06_u011,Joey Tribbiani,s03_e10,s03_e10_c06,"Oh, that's, that's ah, one of the old ones, he's just taking it to the back.",Neutral,0.1334,-0.0931,0.0547,0.1608,0.562
s03_e10_c06_u013,Joey Tribbiani,s03_e10,s03_e10_c06,Well we have to make room for the fresh ones.,Powerful,0.3785,-0.0683,0.0402,0.3986,0.800
s03_e10_c06_u015,Joey Tribbiani,s03_e10,s03_e10_c06,"Well, they go into the chipper.",Neutral,0.1685,-0.0938,-0.0185,0.1592,0.833
s03_e10_c06_u017,Joey Tribbiani,s03_e10,s03_e10_c06,Hey! Hey!!,Scared,0.0960,-0.2060,-0.2760,-0.0420,1.000
s03_e10_c09_u002,Joey Tribbiani,s03_e10,s03_e10_c09,"Okay, and ah, this one here is a Douglas Fir, now it's a little more money, but you get a nicer smell.",Joyful,0.1923,-0.1109,0.0161,0.2003,0.773
s03_e10_c09_u007,Joey Tribbiani,s03_e10,s03_e10_c09,"Yeah, the ah, trees that don't fulfil their Christmas destiny are thrown in the chipper.",Sad,0.1868,-0.0785,0.0534,0.2135,0.733
s03_e10_c09_u009,Joey Tribbiani,s03_e10,s03_e10_c09,"Pheebs, you gotta stop this, I working on commission here.",Mad,0.0903,0.1167,0.0676,0.1241,0.636
s03_e10_c15_u005,Joey Tribbiani,s03_e10,s03_e10_c15,"Ten, ten.., nine, nine, nine...., eight, eight, eight... Okay, Blast off!",Joyful,0.0672,-0.4352,-0.2896,-0.0776,1.000
s03_e11_c01_u002,Joey Tribbiani,s03_e11,s03_e11_c01,"Okay, pick a card, any card. All right, now memorize it. Show to everybody. Got it?",Joyful,0.1269,-0.0833,0.0466,0.1502,0.875
s03_e11_c01_u004,Joey Tribbiani,s03_e11,s03_e11_c01,"All right, give it back to me. 5 of hearts.",Joyful,0.2691,-0.1653,-0.0237,0.2573,1.000
s03_e11_c01_u009,Joey Tribbiani,s03_e11,s03_e11_c01,"I can't tell you that, no.",Powerful,0.0510,-0.1115,-0.0430,0.0295,0.333
s03_e11_c01_u020,Joey Tribbiani,s03_e11,s03_e11_c01,"All right, all right, all right, all right, all right, you really wanna know how I did it, I'll show ya. When you handed me back the card, what you didn't see was, I looked at it so fast that it was invisible to the naked eye. I just did it. I just did it, again. Here, I'll slow it down so that you guys can see it.",Joyful,0.0754,-0.0893,-0.0268,0.0620,0.739
s03_e11_c02_u007,Joey Tribbiani,s03_e11,s03_e11_c02,"Man, I remember the first time I saw that girl Katherine, after we broke up. She was just walking with her friend Donna, just laughing and talking. God, it killed me.",Sad,0.2745,0.0604,0.1697,0.3594,0.613
s03_e11_c02_u009,Joey Tribbiani,s03_e11,s03_e11_c02,"Sorry, I just, any excuse to tell that story y'know....",Sad,-0.0951,-0.0747,-0.1343,-0.1623,0.889
s03_e11_c10_u003,Joey Tribbiani,s03_e11,s03_e11_c10,Waiting for my Grandma to finish my laundry. What about you?,Neutral,0.0054,-0.2167,-0.1066,-0.0479,0.727
s03_e11_c10_u005,Joey Tribbiani,s03_e11,s03_e11_c10,"You are so the man! Now look, listen, listen, you got to be cool, 'cause my Grandma doesn't know about you two yet, and you do not want to tick her off. She was like the sixth person to spit on Mussolini's hanging body. Yeah.",Powerful,0.1671,-0.1300,0.0115,0.1729,0.727
s03_e11_c10_u007,Joey Tribbiani,s03_e11,s03_e11_c10,She's right in there.,Neutral,0.2400,-0.1480,0.2100,0.3450,0.500
s03_e11_c14_u012,Joey Tribbiani,s03_e11,s03_e11_c14,"All right, that's it! He cannot do this to Phoebe. This guy is going to get the butt kicking of a lifetime! But, is he a big guy?",Mad,0.0896,0.0082,0.0946,0.1369,0.897
s03_e12_c02_u004,Joey Tribbiani,s03_e12,s03_e12_c02,Yes! Guess who's in an audition for a Broadway musical?,Powerful,0.4883,0.2370,0.1193,0.5480,0.600
s03_e12_c02_u006,Joey Tribbiani,s03_e12,s03_e12_c02,"It is me! It's a musical version of Tale of Two Cities. So I think I'm gonna sing New York, New York, and ah, oh I left My Heart in San Francisco.",Joyful,0.3162,-0.0625,0.0496,0.3410,0.515
s03_e12_c02_u008,Joey Tribbiani,s03_e12,s03_e12_c02,What?,Scared,0.0000,0.0460,0.0000,0.0000,1.000
s03_e12_c02_u010,Joey Tribbiani,s03_e12,s03_e12_c02,Who?,Mad,0.1818,-0.0445,0.0232,0.1935,0.000
s03_e12_c02_u012,Joey Tribbiani,s03_e12,s03_e12_c02,The what?,Mad,0.0000,0.0460,0.0000,0.0000,0.500
s03_e12_c02_u014,Joey Tribbiani,s03_e12,s03_e12_c02,"Oh, okay. The what?",Powerful,0.0970,-0.1290,-0.1170,0.0385,0.500
s03_e12_c05_u002,Joey Tribbiani,s03_e12,s03_e12_c05,"You've got to pick a pocket or two. Boyyyyssss, you've got to pick a pocket or two..........",Joyful,-0.0500,0.0014,-0.0952,-0.0976,0.706
s03_e12_c05_u004,Joey Tribbiani,s03_e12,s03_e12_c05,Really? Thanks.,Peaceful,0.8360,-0.0560,-0.0780,0.7970,0.500
s03_e12_c05_u006,Joey Tribbiani,s03_e12,s03_e12_c05,"Excellent, I'll be there.",Peaceful,0.4700,0.0390,0.3870,0.6635,0.750
s03_e12_c05_u008,Joey Tribbiani,s03_e12,s03_e12_c05,"Ahhh! My ah, my agent said it wasn't a dancing part.",Neutral,0.1967,-0.0268,-0.0667,0.1633,0.545
s03_e12_c09_u002,Joey Tribbiani,s03_e12,s03_e12_c09,Mark's a genius!,Joyful,0.3690,-0.1020,0.4460,0.5920,0.667
s03_e12_c09_u009,Joey Tribbiani,s03_e12,s03_e12_c09,"And before you know it, she's with him. And you'll be all, 'Ohh, man!' And he'll be all, 'Yes!' And us, we'll be like, 'Wh-whoa, dude.' And pretty soon you'll be like, 'Hhiii,' and, and, and, 'I can't go, Rachel and Mark might be there.' And we'll be like, 'Man get over it, it's been four years!!'",Scared,0.1166,-0.1005,0.0866,0.1600,0.810
